CAMIS,DBA,BORO,STREET,CUISINE DESCRIPTION,INSPECTION DATE,CRITICAL FLAG,SCORE,Latitude,Longitude,year
40510301,EL VAQUERO BARRAS,Bronx,WEBSTER AVENUE,Latin American,2018-04-06,Critical,56.0,40.863558712660996,-73.888925173513,2018
50085642,LA SABROSURA 1 RESTAURANT,Bronx,EAST  170 STREET,Latin American,2019-08-16,Not Critical,13.0,40.839834725208995,-73.91665233445599,2019
50000983,SABROSURA 2 RESTAURANT,Bronx,WESTCHESTER AVENUE,Chinese/Cuban,2019-04-02,Critical,55.0,40.831958823223,-73.866006203466,2019
41049219,KENNEDY CHICKEN AND PIZZA,Bronx,INTERVALE AVENUE,Chicken,2022-03-14,Critical,25.0,40.821159949834,-73.89690157754,2022
50050674,MCDONALD'S,Bronx,BOSTON ROAD,Hamburgers,2017-07-07,Critical,14.0,40.835824833929,-73.89067016562,2017
50057474,DUNKIN,Bronx,BRUCKNER BOULEVARD,Donuts,2021-08-02,Not Critical,16.0,40.826465641093,-73.85834979133399,2021
50063608,TORTOISE & HARE,Bronx,BROADWAY,American,2017-10-16,Not Critical,36.0,40.894386337416,-73.896534370898,2017
50072911,JUANITO RESTAURANT,Bronx,EAST  138 STREET,Spanish,2019-07-30,Not Critical,,40.80776461455,-73.919748673439,2019
50001870,THE DUMPLING COVE,Bronx,EAST  222 STREET,Caribbean,2019-12-13,Not Critical,15.0,40.876339016836,-73.836727537615,2019
50001015,TRA DI NOI,Bronx,EAST  187 STREET,Italian,2019-05-30,Not Critical,4.0,40.855122018555,-73.88674145471799,2019
50091361,VICNAT DINER,Bronx,OGDEN AVENUE,Spanish,2020-02-13,Critical,28.0,40.831502475545,-73.930170508221,2020
41678386,CORKY'S DINER,Bronx,GRAND CONCOURSE,American,2021-08-27,Critical,16.0,40.863277599271996,-73.896514265255,2021
41505687,CHINA KING RESTAURANT,Bronx,CASTLE HILL AVENUE,Chinese,2018-12-24,Not Critical,12.0,40.833535596444,-73.85143245642101,2018
41406856,FRANCO'S,Bronx,EAST  149 STREET,Sandwiches/Salads/Mixed Buffet,2018-02-05,Critical,12.0,40.817043011517,-73.921421019295,2018
50067950,MAMA G AFRICAN KITCHEN,Bronx,EAST GUN HILL ROAD,African,2018-07-12,Critical,45.0,40.871276498522,-73.84782964447099,2018
50107917,GREAT WALL KITCHEN,Bronx,PROSPECT AVENUE,Chinese,2021-08-11,Critical,48.0,40.823309180791995,-73.900117569423,2021
50017111,J J SPORT RESTAURANT,Bronx,EAST  183 STREET,Latin American,2018-09-13,Not Critical,9.0,40.854294688699,-73.89121806611999,2018
41493340,TOKYO HOUSE JAPANESE RESTAURANT,Bronx,RIVERDALE AVENUE,Japanese,2017-10-04,Critical,13.0,40.905454451959,-73.904512087073,2017
50061024,CHINA WOK,Bronx,WILLIAMSBRIDGE ROAD,Chinese,2018-04-19,Not Critical,12.0,40.844147712471,-73.845900456896,2018
41608757,Great Wall,Bronx,WHITE PLAINS ROAD,Chinese,2018-05-23,Critical,11.0,40.837143342103,-73.863422605741,2018
41059709,"DUNKIN',' BASKIN ROBBINS",Bronx,EAST  167 STREET,Donuts,2017-10-23,Critical,15.0,40.835569637885,-73.920867819158,2017
41495141,EL CERITO RESTAURANT,Bronx,ELDER AVENUE,Mexican,2019-07-03,Critical,40.0,0.0,0.0,2019
50058293,JERK HOUSE CARIBBEAN RESTAURANT,Bronx,WHITE PLAINS ROAD,Caribbean,2019-04-23,Critical,20.0,40.894716792466,-73.856630362118,2019
50049322,PREGO'S PIZZA,Bronx,MACE AVENUE,Pizza,2020-02-26,Not Critical,12.0,40.863044540334,-73.85816311840901,2020
50059864,GIOVANNI RESTAURANT,Bronx,GRAND CONCOURSE,Italian,2018-05-23,Critical,45.0,40.819300109395,-73.926971448884,2018
41262493,MCDONALD'S,Bronx,3 AVENUE,Hamburgers,2019-07-17,Not Critical,12.0,40.816392162818,-73.917028635322,2019
50063407,THAI CUISINE,Bronx,WHITE PLAINS ROAD,Thai,2018-05-16,Not Critical,9.0,40.838354044381,-73.863651406179,2018
50106995,JESS TOWN AND COUNTRY CUISINE,Bronx,EAST GUN HILL ROAD,Caribbean,2021-11-03,Critical,30.0,40.869463049846,-73.84434105301,2021
41316593,CARIDAD & LOUIE'S RESTAURANT,Bronx,EAST GUN HILL ROAD,Latin American,2017-02-27,Critical,15.0,40.866017481114994,-73.837714700991,2017
50013242,SNACK BOSS,Bronx,RODMANS NCK,American,2018-06-07,Critical,14.0,40.855344136915,-73.801577159876,2018
50086423,DUNKIN,Bronx,HUTCHINSON RIVER PKWY S,Donuts,2020-02-26,Critical,9.0,40.836548562413995,-73.838657810403,2020
41178943,GOLDEN PALACE CHINESE RESTAURANT,Bronx,CASTLE HILL AVENUE,Chinese,2019-10-28,Critical,53.0,40.820738406237,-73.848418963398,2019
41694156,EL CALDERO RESTAURANT SPORT BAR,Bronx,JEROME AVENUE,Spanish,2018-01-22,Not Critical,12.0,40.837350707279995,-73.920482615431,2018
50080682,EL VIEJO JOBO SEAFOOD RESTAURANT,Bronx,WEST BURNSIDE AVENUE,Spanish,2020-03-13,Not Critical,21.0,40.853801710678,-73.9081724421,2020
41637941,KENNEDY CHICKEN &SANDWICHES,Bronx,EAST  167 STREET,Chicken,2018-12-26,Critical,17.0,40.835049786626,-73.919292818992,2018
50091876,DOMINO'S,Bronx,NEREID AVENUE,Pizza,2021-09-10,Critical,15.0,40.898628457754995,-73.85479154698399,2021
41548238,TOP CHOICE JAMAICAN RESTAURANT,Bronx,NEREID AVENUE,Caribbean,2019-03-25,Not Critical,,40.898628457754995,-73.85479154698399,2019
41646786,LA ROLA RESTAURANT,Bronx,EAST  198 STREET,Spanish,2017-06-28,Critical,11.0,40.866020638107,-73.886021414235,2017
50088004,HK KITCHEN,Bronx,EAST TREMONT AVENUE,American,2019-04-18,Not Critical,10.0,40.828908493652,-73.82456215605501,2019
40655946,SAM'S RESTAURANT,Bronx,GRAND CONCOURSE,Soul Food,2022-03-08,Critical,23.0,40.819744610285,-73.92673972882599,2022
40941045,MARIO'S RESTAURANT,Bronx,ARTHUR AVENUE,Italian,2021-09-12,Not Applicable,0.0,40.85420993779,-73.888702265689,2021
50054569,BURGER KING,Bronx,BARTOW AVENUE,Hamburgers,2020-01-03,Critical,14.0,40.869178915346,-73.824307258665,2020
41349544,JERRY'S PIZZA,Bronx,STARLING AVENUE,Pizza,2017-08-01,Critical,29.0,40.836007993023,-73.85525038339699,2017
50090753,LYDIG COFFEE HOUSE,Bronx,LYDIG AVENUE,American,2019-08-08,Not Critical,12.0,40.854477291223,-73.866549887145,2019
41701184,LITTLE CAESARS,Bronx,SOUTHERN BOULEVARD,Pizza,2018-04-09,Not Critical,4.0,40.824336499073,-73.891888705154,2018
41701184,LITTLE CAESARS,Bronx,SOUTHERN BOULEVARD,Pizza,2018-04-09,Not Critical,4.0,40.824336499073,-73.891888705154,2018
50059232,CLINTON HALL,Bronx,EAST  189 STREET,American,2018-09-27,Critical,9.0,40.857322468748,-73.885906237179,2018
41646525,CEETAY,Bronx,ALEXANDER AVENUE,Japanese,2018-06-19,Critical,13.0,40.807223387508,-73.927219549488,2018
41397450,DALLAS BBQ,Bronx,WEST FORDHAM ROAD,Barbecue,2017-12-04,Not Critical,31.0,40.86175616998,-73.911968292067,2017
50017059,BASES LOADED SPORTS BAR,Bronx,WESTCHESTER AVENUE,American,2018-07-18,Not Critical,3.0,40.847103775314004,-73.83216943475,2018
50017059,BASES LOADED SPORTS BAR,Bronx,WESTCHESTER AVENUE,American,2018-07-18,Not Critical,3.0,40.847103775314004,-73.83216943475,2018
41718530,HUNTS POINT JUICE BAR & DELI,Bronx,MANIDA STREET,Spanish,2019-06-18,Critical,30.0,40.812582405865996,-73.887883451493,2019
50042702,THE CORNER PIZZA SHOP,Bronx,JEROME AVENUE,Pizza,2019-09-10,Critical,41.0,40.880513305741,-73.883783302571,2019
50079510,BURGER KING,Bronx,WESTCHESTER AVENUE,Hamburgers,2018-11-21,Not Critical,9.0,40.852499318825004,-73.828042163815,2018
41242907,CROSS BRONX PIZZERIA,Bronx,CASTLE HILL AVENUE,Pizza,2022-02-14,Not Critical,11.0,40.829889458995,-73.850569768038,2022
50010758,VYBES KITCHEN,Bronx,WHITE PLAINS ROAD,Caribbean,2019-06-28,Not Critical,56.0,40.880840580863,-73.864334212405,2019
50048548,KENNEDY FRIED CHICKEN,Bronx,BEDFORD PARK BLVD EAST,Chicken,2018-11-19,Critical,10.0,40.872918127244,-73.888808234022,2018
50090351,LA MADRINA,Bronx,EAST GUN HILL ROAD,Mexican,2022-02-10,Not Critical,20.0,40.878808622248,-73.873198063352,2022
41119200,PEPPER'S CARIBBEAN RESTAURANT AND BAR,Bronx,WHITE PLAINS ROAD,Caribbean,2017-10-24,Critical,11.0,40.901270912212,-73.85207991593501,2017
50074432,LEGENDARY BAR & GRILL,Bronx,EAST TREMONT AVENUE,American,2019-08-07,Not Critical,7.0,40.830865521991,-73.826385450912,2019
50034221,AA CHINESE RESTAURANT,Bronx,EAST BURNSIDE AVENUE,Chinese,2019-09-17,Not Critical,13.0,40.852046429583,-73.903128701996,2019
50034221,AA CHINESE RESTAURANT,Bronx,EAST BURNSIDE AVENUE,Chinese,2019-09-17,Not Critical,13.0,40.852046429583,-73.903128701996,2019
50070454,Sushi Q,Bronx,CROSBY AVENUE,Japanese,2018-06-29,Critical,13.0,40.844216634976,-73.830521390885,2018
50039503,KENNEDY FRIED CHICKEN,Bronx,HUNTS POINT AVENUE,Chicken,2019-10-02,Not Critical,33.0,40.818726455203,-73.88923151864,2019
50012297,YOUR DALEY BREAD,Bronx,EAST GUN HILL ROAD,Caribbean,2016-12-05,Critical,18.0,40.871507614408,-73.8482521624,2016
50095648,WOK WOK RESTAURANT,Bronx,EAST  208 STREET,Chinese,2022-01-25,Critical,34.0,40.880658244691,-73.883258684794,2022
50073724,COM TAM NINH KIEU,Bronx,JEROME AVENUE,Southeast Asian,2019-05-28,Not Critical,59.0,40.866836009551,-73.897900690889,2019
50073724,COM TAM NINH KIEU,Bronx,JEROME AVENUE,Southeast Asian,2019-05-28,Not Critical,59.0,40.866836009551,-73.897900690889,2019
50012283,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,WHITE PLAINS ROAD,Caribbean,2018-12-11,Critical,14.0,40.865742587404,-73.867337062165,2018
50104757,LOS CATRACHOS,Bronx,CRESCENT AVENUE,Spanish,2022-01-04,Critical,12.0,40.853712298248,-73.88783554274201,2022
50082989,DOUBLE DRAGON,Bronx,EAST  166 STREET,Chinese,2020-01-06,Not Critical,18.0,40.831591096943,-73.918841714369,2020
41646525,CEETAY,Bronx,ALEXANDER AVENUE,Japanese,2018-06-19,Not Critical,13.0,40.807223387508,-73.927219549488,2018
41581902,YAMADA JAPANESE RESTAURANT,Bronx,EAST TREMONT AVENUE,Japanese,2019-01-22,Not Critical,13.0,40.824705311143,-73.820378295751,2019
41581902,YAMADA JAPANESE RESTAURANT,Bronx,EAST TREMONT AVENUE,Japanese,2019-01-22,Not Critical,13.0,40.824705311143,-73.820378295751,2019
41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,GUNHILL ROAD,Caribbean,2022-02-08,Not Critical,,40.88126026338,-73.87884569781201,2022
50074620,CACHAPA CACHAPA 2,Bronx,WESTCHESTER AVENUE,Latin American,2022-01-12,Not Critical,22.0,40.831956166971004,-73.86608209534701,2022
50063156,"TWIN DONUT, BLIMPIES",Bronx,EAST  161 STREET,Bagels/Pretzels,2019-05-08,Critical,38.0,40.826424451379,-73.921287044249,2019
41646786,LA ROLA RESTAURANT,Bronx,EAST  198 STREET,Spanish,2019-12-18,Critical,16.0,40.866020638107,-73.886021414235,2019
50017111,J J SPORT RESTAURANT,Bronx,EAST  183 STREET,Latin American,2019-03-18,Not Critical,11.0,40.854294688699,-73.89121806611999,2019
50056704,LECHONERA EL FOGON,Bronx,BAINBRIDGE AVENUE,Spanish,2019-07-24,Critical,50.0,40.864807794692,-73.89204681413,2019
41426199,CONTI'S PASTRY SHOPPE,Bronx,MORRIS PARK AVENUE,Bakery Products/Desserts,2018-10-03,Critical,16.0,40.845849203507,-73.863043222117,2018
41290437,HUAXCUAXTLA RESTAURANT,Bronx,COURTLANDT AVENUE,Mexican,2019-02-16,Critical,36.0,40.817774186295,-73.919013982814,2019
50008233,MERRY LAND BUFFET,Bronx,EAST  149 STREET,Chinese,2019-05-23,Critical,13.0,40.816833852113,-73.920608383547,2019
40871403,LIBERATO RESTAURANT,Bronx,WEST  183 STREET,Latin American,2019-10-11,Critical,12.0,40.858417727001,-73.904048462894,2019
41702635,KAPPOCK CAFE,Bronx,KNOLLS CRESCENT STREET,Sandwiches,2017-05-02,Not Critical,44.0,40.878730946789,-73.91752913194199,2017
41702635,KAPPOCK CAFE,Bronx,KNOLLS CRESCENT STREET,Sandwiches,2017-05-02,Not Critical,44.0,40.878730946789,-73.91752913194199,2017
41397450,DALLAS BBQ,Bronx,WEST FORDHAM ROAD,Barbecue,2020-02-20,Not Critical,12.0,40.86175616998,-73.911968292067,2020
41635314,SUBWAY,Bronx,WHITE PLAINS ROAD,Sandwiches,2018-06-22,Not Critical,,40.855603921518004,-73.867664632223,2018
50012283,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,WHITE PLAINS ROAD,Caribbean,2019-05-07,Not Critical,,40.865742587404,-73.867337062165,2019
50065408,VILLA PIZZA,Bronx,VILLA AVENUE,Pizza,2018-07-16,Critical,29.0,40.875565355584,-73.887335685337,2018
50016747,SARKU JAPAN,Bronx,HUTCHINSON RIVER PARKWAY,Japanese,2020-01-23,Critical,31.0,40.823678037301,-73.836420051252,2020
50075907,NEW SUN DELI,Bronx,EAST  189 STREET,Sandwiches,2019-05-28,Not Critical,12.0,40.860320227034,-73.892119199915,2019
50094835,SUPER KENNEDY FRIED CHICKEN,Bronx,WHITE PLAINS ROAD,Chicken,2019-11-13,Not Critical,28.0,40.892983314782,-73.857585379592,2019
50046567,PRINCE COFFEE HOUSE,Bronx,ARTHUR AVENUE,Coffee/Tea,2020-03-12,Not Critical,7.0,40.853645002001,-73.889198445679,2020
41536647,HAVANA CAFE,Bronx,EAST TREMONT AVENUE,Latin American,2019-01-11,Critical,13.0,40.837701053031005,-73.834585687158,2019
50048548,KENNEDY FRIED CHICKEN,Bronx,BEDFORD PARK BLVD EAST,Chicken,2019-03-15,Critical,27.0,40.872918127244,-73.888808234022,2019
50074784,PASTARIFIC PIZZA AND RESTAURANT,Bronx,EAST  181 STREET,Pizza,2018-08-07,Not Critical,10.0,40.854046716188,-73.89921089895701,2018
50001029,EL VIEJO GRAN CAFE,Bronx,EAST  138 STREET,Spanish,2020-03-06,Not Critical,18.0,40.807715128309,-73.919633139112,2020
41617345,DUNKIN,Bronx,WESTCHESTER AVENUE,Donuts,2021-09-09,Not Critical,26.0,40.836888728445004,-73.846538928603,2021
41549526,JENNY'S ROTI SHOP,Bronx,CASTLE HILL AVENUE,Caribbean,2017-06-27,Not Critical,4.0,40.833631708872,-73.851468378331,2017
40754765,MORRIS PARK PIZZA,Bronx,MORRIS PARK AVENUE,Pizza,2022-01-03,Critical,18.0,40.844926676118,-73.867472708436,2022
50074193,ESTRELLA BRONX RESTAURANT,Bronx,WEBSTER AVENUE,Latin American,2019-02-20,Critical,24.0,40.851282394474,-73.89878495507901,2019
41377321,DEILINE'S RESTAURANT,Bronx,EAST  174 STREET,Latin American,2019-06-17,Critical,13.0,40.834353029258,-73.879090451205,2019
50017209,THE FAMOUS JIMBO'S HAMBURGER PALACE,Bronx,JEROME AVENUE,Hamburgers,2018-04-09,Not Critical,11.0,40.852152697147005,-73.908890446498,2018
50068084,99 CENTS HOT PIZZA,Bronx,WILLIS AVENUE,Pizza,2018-11-23,Not Critical,9.0,40.815662777336,-73.91802666789799,2018
41470477,CARIBBEAN CONNECTION CATERING SERVICES INC RESTAURANT,Bronx,LACONIA AVENUE,Caribbean,2020-03-13,Not Critical,11.0,40.884088192353,-73.849384228871,2020
50052226,LITTLE NEGRIL JAMAICAN CUISINE,Bronx,BOSTON ROAD,Caribbean,2018-07-26,Critical,13.0,40.876579180186,-73.847727059736,2018
41426199,CONTI'S PASTRY SHOPPE,Bronx,MORRIS PARK AVENUE,Bakery Products/Desserts,2018-10-15,Critical,16.0,40.845849203507,-73.863043222117,2018
41335337,LOBSTER BOX,Bronx,CITY ISLAND AVENUE,Seafood,2017-10-20,Not Critical,4.0,40.838691690926,-73.783289498173,2017
50051744,ORCHARD BEACH SNACK BAR SECTION #7,Bronx,ORCHARD BEACH ROAD,Coffee/Tea,2017-06-29,Not Critical,,40.865153252788,-73.80283849787,2017
40385680,EASTWOOD MANOR,Bronx,EASTCHESTER ROAD,American,2022-03-10,Critical,7.0,40.876469925673,-73.846067533274,2022
50010758,VYBES KITCHEN,Bronx,WHITE PLAINS ROAD,Caribbean,2018-05-01,Not Critical,,40.880840580863,-73.864334212405,2018
41064834,MCDONALD'S,Bronx,WESTCHESTER AVENUE,Hamburgers,2022-02-07,Not Critical,6.0,40.833489299696005,-73.858237209479,2022
41064834,MCDONALD'S,Bronx,WESTCHESTER AVENUE,Hamburgers,2022-02-07,Not Critical,6.0,40.833489299696005,-73.858237209479,2022
50073568,POPEYES,Bronx,3 AVENUE,American,2022-01-28,Not Critical,7.0,40.814999675666,-73.91962069575,2022
50014374,LA CASA del MARISC,Bronx,WEBSTER AVENUE,Latin American,2019-05-28,Not Critical,40.0,40.847011044743,-73.901317988675,2019
50045404,AFRICAN HOME RESTAURANT,Bronx,EAST TREMONT AVENUE,African,2018-01-17,Critical,43.0,40.851150257271,-73.90812189636999,2018
50101921,LE MXICANO,Bronx,LINCOLN AVENUE,Mexican,2022-01-12,Critical,21.0,40.808465124817,-73.92899546756401,2022
50084443,KENNEDY FRIED CHICKEN & PIZZA,Bronx,3 AVENUE,Chicken,2018-10-29,Critical,11.0,40.823267280405,-73.90915777791099,2018
41569081,VIDAELVA,Bronx,CROSS BRONX EXPRESSWAY,Mexican,2016-12-20,Not Critical,12.0,40.831818518852,-73.85664355577599,2016
50034610,MAMA G AFRICAN KITCHEN,Bronx,WHITE PLAINS ROAD,African,2019-08-27,Not Critical,34.0,40.880316714458,-73.864653518319,2019
41653860,BREWSKI'S BAR & GRILL,Bronx,EAST TREMONT AVENUE,American,2022-01-19,Critical,13.0,40.82666794658,-73.822233856826,2022
50007468,TRIPLE 8 RESTAURANT,Bronx,EAST  152 STREET,Chinese,2017-02-27,Not Critical,13.0,40.815951411055,-73.907744371782,2017
41715309,LUCCHESE FOOD SERVICE,Bronx,EAST FORDHAM ROAD,American,2018-06-13,Not Critical,25.0,40.859811060924,-73.887799911236,2018
41274186,DIEGO'S PIZZA & RESTAURANT,Bronx,JEROME AVENUE,Pizza,2017-04-20,Not Critical,5.0,40.852819166391,-73.908260558515,2017
41274186,DIEGO'S PIZZA & RESTAURANT,Bronx,JEROME AVENUE,Pizza,2017-04-20,Not Critical,5.0,40.852819166391,-73.908260558515,2017
41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,EAST GUNHILL ROAD,Caribbean,2018-04-03,Not Critical,5.0,40.870145457416,-73.84561218573,2018
41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,EAST GUNHILL ROAD,Caribbean,2018-04-03,Not Critical,5.0,40.870145457416,-73.84561218573,2018
41231138,PETE'S RESTAURANT & DONUT SHOP,Bronx,EAST TREMONT AVENUE,Coffee/Tea,2019-12-10,Critical,16.0,40.826365443623,-73.821858880548,2019
50085980,NICKS PIZZA LOUNGE,Bronx,EAST BURNSIDE AVENUE,Pizza,2019-08-15,Not Critical,72.0,40.851043455228,-73.901778277141,2019
40372631,YANKEE JZ PIZZA,Bronx,WESTCHESTER AVENUE,Pizza,2019-06-06,Critical,12.0,40.829178325164,-73.87570682252,2019
50002977,FAMOUS PIZZA EXPRESS,Bronx,KAPPOCK STREET,Pizza,2018-06-26,Not Critical,13.0,40.878820964898,-73.916755153541,2018
50070312,LOUIE & ERNIE'S,Bronx,CROSBY AVENUE,Pizza,2018-08-31,Not Critical,25.0,40.838139984753,-73.82880944672401,2018
50032968,ELLIE'S DINER & RESTAURANT,Bronx,METROPOLITAN OVAL,American,2019-02-21,Critical,20.0,40.837753730241,-73.859742336772,2019
50043592,Double Dutch Espresso,Bronx,3 AVENUE,Coffee/Tea,2016-06-29,Critical,5.0,40.808712957286,-73.930310106101,2016
41413944,HING WONG RESTAURANT,Bronx,WESTCHESTER AVENUE,Chinese,2019-08-12,Critical,12.0,40.817547427037,-73.905986302825,2019
41233787,PANERA BREAD,Bronx,BAYCHESTER AVENUE,Sandwiches,2022-02-16,Critical,9.0,40.867773028994,-73.831245708274,2022
50046352,KENNEDY FRIED CHICKEN,Bronx,JEROME AVENUE,Chicken,2019-07-25,Critical,23.0,40.851406635727,-73.909531274596,2019
50034232,RELISH CATERERS,Bronx,3 AVENUE,American,2021-09-25,Not Applicable,0.0,40.810202180314995,-73.928401164709,2021
40393688,EL MOLINO ROJO RESTAURANT,Bronx,EAST  161 STREET,Latin American,2022-01-04,Critical,10.0,40.82734876626,-73.92438623466501,2022
50099656,LULU DUTCH POT RESTAURANT,Bronx,BURKE AVENUE,Caribbean,2019-12-09,Not Critical,9.0,40.871352165449,-73.862119085908,2019
50046314,KENNEDY FRIED CHICKEN,Bronx,EAST  152 STREET,Chicken,2017-05-24,Not Critical,13.0,40.818759413403,-73.918821294378,2017
50046783,JAGANA FAMILY KENNEDY FRIED CHICKEN,Bronx,BOSTON ROAD,Chicken,2020-01-06,Critical,16.0,40.83282318602,-73.897826607654,2020
50071784,BLUE MIST,Bronx,WESTCHESTER AVENUE,Mediterranean,2021-10-29,Critical,23.0,40.834102329657,-73.852453880474,2021
50105585,WUARACHE RESTAURANT,Bronx,CASTLE HILL AVENUE,Mexican,2021-11-17,Critical,13.0,40.832805267953,-73.85125702267,2021
41678734,TINY'S DINER,Bronx,RIVERDALE AVENUE,American,2018-08-30,Not Critical,12.0,40.886690890724,-73.90705631531999,2018
50044817,619 BAR & RESTAURANT EL SALVADORENO,Bronx,EAST  151 STREET,Latin American,2017-10-11,Not Critical,7.0,40.817613913943,-73.917500390725,2017
41513756,GREAT WALL RESTAURANT,Bronx,PUGSLEY AVENUE,Chinese,2021-09-01,Critical,26.0,40.830721164992,-73.857079558428,2021
50086643,GOLDEN CITY RESTAURANT,Bronx,ARTHUR AVENUE,Chinese,2020-01-21,Critical,28.0,40.853927471915,-73.88895216415901,2020
41713701,TROPICAL ROTISSERIE CHICKEN,Bronx,SEDGWICK AVENUE,Chicken,2018-04-24,Critical,29.0,40.869953129347,-73.90321460210801,2018
41613016,EMPIRE 19 RESTAURANT,Bronx,KNOLLS CRESCENT,Chinese,2020-02-19,Critical,10.0,40.878695309479,-73.917590651561,2020
50000017,HAPPY DRAGON,Bronx,JEROME AVENUE,Chinese,2017-08-09,Critical,11.0,40.880540694445,-73.88372539382,2017
50069760,RANCHO ESTRELLA RESTAURANT,Bronx,EAST  187 STREET,Mexican,2018-07-03,Not Critical,23.0,40.855270522123,-73.887034008876,2018
41639505,GIO'S PIZZA & RESTAURANT,Bronx,EAST  141 STREET,Pizza,2019-02-07,Not Critical,31.0,40.812230697184,-73.92435290093701,2019
50066842,MCDONALD'S,Bronx,JEROME AVENUE,Hamburgers,2018-08-17,Critical,13.0,40.854305717314,-73.906899312821,2018
50063187,BOSTON MARKET,Bronx,HUGH J GRANT CIRCLE,American,2021-08-11,Critical,55.0,40.833602366429,-73.860918357933,2021
50073256,TULCINGO CAFE,Bronx,BUHRE AVENUE,Mexican,2018-03-09,Not Critical,13.0,40.847450745819,-73.83106975073301,2018
50073256,TULCINGO CAFE,Bronx,BUHRE AVENUE,Mexican,2018-03-09,Not Critical,13.0,40.847450745819,-73.83106975073301,2018
50059794,COCINA CHENTE MEXICAN CUISINE,Bronx,RIVERDALE AVENUE,Mexican,2019-07-01,Critical,10.0,40.886051324278,-73.906999347444,2019
50052226,LITTLE NEGRIL JAMAICAN CUISINE,Bronx,BOSTON ROAD,Caribbean,2017-10-26,Critical,11.0,40.876579180186,-73.847727059736,2017
50052226,LITTLE NEGRIL JAMAICAN CUISINE,Bronx,BOSTON ROAD,Caribbean,2017-10-26,Critical,11.0,40.876579180186,-73.847727059736,2017
50060763,NIKAS MARKET DELIGHTS,Bronx,WEST  183 STREET,Caribbean,2018-04-03,Critical,13.0,40.858877247281,-73.905435999484,2018
41576098,JR PRIMOS RESTAURANT,Bronx,ALLERTON AVENUE,Spanish,2018-06-21,Critical,28.0,40.865413420567,-73.86751126383899,2018
50014157,POLLO SABROSO RESTAURANT,Bronx,EAST  198 STREET,Latin American,2019-01-10,Not Critical,,40.869752157301,-73.890314065539,2019
40689434,FELLA'S BAR,Bronx,CITY ISLAND AVENUE,American,2022-03-08,Not Critical,50.0,40.852555855918006,-73.789447103794,2022
50091821,DOMINO'S,Bronx,WEBSTER AVENUE,Pizza,2021-10-26,Not Critical,23.0,40.835255356069005,-73.907959626701,2021
41021766,SORRENTO'S PIZZERIA,Bronx,WILLIAMSBRIDGE ROAD,Pizza,2019-09-10,Not Critical,,40.854418835817,-73.854566714623,2019
50095648,WOK WOK RESTAURANT,Bronx,EAST  208 STREET,Chinese,2021-12-08,Critical,21.0,40.880658244691,-73.883258684794,2021
50054583,BURGER KING,Bronx,EAST  149 STREET,Hamburgers,2019-05-20,Not Critical,10.0,40.814710353416,-73.91427063675201,2019
50076779,CENTENARIO BAR & RESTAURANT,Bronx,CLAREMONT PARKWAY,Mexican,2018-08-23,Not Critical,16.0,40.839713362929004,-73.905260957401,2018
50080553,TROPILYZ B RESTAURANT,Bronx,GRAND CONCOURSE,Spanish,2018-12-03,Critical,12.0,40.861546660616,-73.897616006833,2018
41064863,MCDONALD'S,Bronx,EAST TREMONT AVENUE,Hamburgers,2021-10-18,Not Critical,17.0,40.846430422538,-73.893508068062,2021
40666155,LOESER'S KOSHER DELI & CATERER,Bronx,WEST  231 STREET,Sandwiches,2019-04-29,Critical,33.0,40.879157931001004,-73.905294940359,2019
50058345,KING'S CHEF CHINESE RESTAURANT,Bronx,PROSPECT AVENUE,Chinese,2017-02-06,Critical,9.0,40.825847145505,-73.899062272294,2017
41014480,BECCOFINO,Bronx,MOSHOLU AVENUE,Italian,2018-05-17,Critical,43.0,40.905494897631,-73.900420460584,2018
50075543,FOO HING KITCHEN,Bronx,3 AVENUE,Chinese,2018-03-23,Critical,47.0,40.813670229536,-73.922169221528,2018
50047823,TIEN LUNG CHINESE RESTAURANT,Bronx,WHITE PLAINS ROAD,Chinese,2020-02-24,Critical,9.0,40.887552433531,-73.860580817927,2020
50039418,JUST ONE TAVERN,Bronx,KATONAH AVENUE,Bottled Beverages,2019-03-18,Critical,28.0,40.897899708264,-73.867261780632,2019
50098137,POPEYES,Bronx,EAST  233 STREET,Chicken,2019-10-08,Not Critical,16.0,40.888767476354,-73.842877912437,2019
50099105,MUNCH TIME,Bronx,EAST  170 STREET,Spanish,2019-11-27,Critical,73.0,40.839955723821,-73.916970221051,2019
50014157,POLLO SABROSO RESTAURANT,Bronx,EAST  198 STREET,Latin American,2017-09-06,Critical,21.0,40.869752157301,-73.890314065539,2017
50055338,J C GREEN LIFE NYC,Bronx,OGDEN AVENUE,American,2018-10-09,Not Critical,12.0,40.841026288397,-73.925129596982,2018
50096979,FAMILY PIZZA,Bronx,BAYCHESTER AVENUE,Pizza,2020-01-13,Not Critical,7.0,40.879178280781005,-73.83758481532601,2020
